,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
7460770,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-24,,,,,1.0,
7460771,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-25,,,,,3.0,
7460772,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-26,,,,,9.0,
7460773,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-27,,,,,21.0,
7460774,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-29,,,,,8.0,
7460775,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-30,,,,,8.0,
7460776,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-03-31,,,,,6.0,
7460777,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-01,,,,,7.0,
7460778,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-02,,,,,-52.0,
7460779,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-03,,,,,-17.0,
7460780,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-04,,,,,4.0,
7460781,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-05,,,,,-62.0,
7460782,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-06,,,,,11.0,
7460783,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-07,,,,,9.0,
7460784,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-08,,,,,10.0,
7460785,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-09,,,,,14.0,
7460786,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-10,,,,,20.0,
7460787,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-12,,,,,12.0,
7460788,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-13,,,,,10.0,
7460789,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-14,,,,,10.0,
7460790,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-15,,,,,12.0,
7460791,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-16,,,,,18.0,
7460792,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-17,,,,,19.0,
7460793,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-18,,,,,13.0,
7460794,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-19,,,,,-60.0,
7460795,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-20,,,,,17.0,
7460796,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-21,,,,,16.0,
7460797,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-22,,,,,17.0,
7460798,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-23,,,,,26.0,
7460799,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-24,,,,,26.0,
7460800,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-26,,,,,22.0,
7460801,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-27,,,,,18.0,
7460802,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-28,,,,,17.0,
7460803,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-29,,,,,17.0,
7460804,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-04-30,,,,,22.0,
7460805,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-01,,,,,5.0,
7460806,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-03,,,,,19.0,
7460807,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-04,,,,,19.0,
7460808,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-05,,,,,21.0,
7460809,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-06,,,,,22.0,
7460810,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-07,,,,,28.0,
7460811,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-08,,,,,31.0,
7460812,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-10,,,,,25.0,
7460813,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-11,,,,,22.0,
7460814,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-12,,,,,21.0,
7460815,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-13,,,,,19.0,
7460816,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-14,,,,,27.0,
7460817,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-15,,,,,30.0,
7460818,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-17,,,,,29.0,
7460819,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-18,,,,,24.0,
7460820,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-19,,,,,24.0,
7460821,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-20,,,,,25.0,
7460822,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-21,,,,,35.0,
7460823,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-22,,,,,41.0,
7460824,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-24,,,,,25.0,
7460825,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-25,,,,,-49.0,
7460826,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-26,,,,,30.0,
7460827,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-27,,,,,31.0,
7460828,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-28,,,,,38.0,
7460829,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-29,,,,,38.0,
7460830,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-05-31,,,,,31.0,
7460831,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-01,,,,,30.0,
7460832,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-02,,,,,25.0,
7460833,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-03,,,,,26.0,
7460834,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-04,,,,,33.0,
7460835,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-05,,,,,29.0,
7460836,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-07,,,,,27.0,
7460837,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-08,,,,,23.0,
7460838,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-09,,,,,24.0,
7460839,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-10,,,,,24.0,
7460840,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-11,,,,,30.0,
7460841,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-12,,,,,26.0,
7460842,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-14,,,,,25.0,
7460843,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-15,,,,,27.0,
7460844,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-16,,,,,24.0,
7460845,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-17,,,,,26.0,
7460846,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-18,,,,,28.0,
7460847,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-19,,,,,28.0,
7460848,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-21,,,,,24.0,
7460849,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-22,,,,,22.0,
7460850,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-23,,,,,22.0,
7460851,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-24,,,,,18.0,
7460852,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-25,,,,,31.0,
7460853,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-26,,,,,37.0,
7460854,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-28,,,,,26.0,
7460855,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-29,,,,,20.0,
7460856,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-06-30,,,,,16.0,
7460857,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-01,,,,,17.0,
7460858,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-02,,,,,25.0,
7460859,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-03,,,,,36.0,
7460860,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-05,,,,,18.0,
7460861,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-06,,,,,19.0,
7460862,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-07,,,,,20.0,
7460863,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-08,,,,,17.0,
7460864,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-09,,,,,22.0,
7460865,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-10,,,,,37.0,
7460866,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-12,,,,,13.0,
7460867,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-13,,,,,16.0,
7460868,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-14,,,,,14.0,
7460869,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-15,,,,,15.0,
7460870,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-16,,,,,23.0,
7460871,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-17,,,,,34.0,
7460872,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-19,,,,,17.0,
7460873,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-20,,,,,13.0,
7460874,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-21,,,,,13.0,
7460875,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-22,,,,,12.0,
7460876,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-23,,,,,20.0,
7460877,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-24,,,,,36.0,
7460878,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-26,,,,,16.0,
7460879,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-27,,,,,15.0,
7460880,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-28,,,,,17.0,
7460881,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-29,,,,,19.0,
7460882,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-30,,,,,22.0,
7460883,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-07-31,,,,,46.0,
7460884,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-02,,,,,23.0,
7460885,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-03,,,,,17.0,
7460886,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-04,,,,,18.0,
7460887,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-05,,,,,22.0,
7460888,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-06,,,,,24.0,
7460889,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-07,,,,,36.0,
7460890,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-09,,,,,-52.0,
7460891,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-10,,,,,-52.0,
7460892,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-11,,,,,24.0,
7460893,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-12,,,,,21.0,
7460894,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-13,,,,,33.0,
7460895,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-14,,,,,48.0,
7460896,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-16,,,,,27.0,
7460897,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-17,,,,,24.0,
7460898,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-18,,,,,28.0,
7460899,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-19,,,,,30.0,
7460900,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-20,,,,,37.0,
7460901,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-21,,,,,48.0,
7460902,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-23,,,,,32.0,
7460903,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-24,,,,,35.0,
7460904,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-25,,,,,31.0,-9.0
7460905,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-26,,,,,31.0,
7460906,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-27,,,,,41.0,
7460907,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-28,,,,,56.0,
7460908,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-30,,,,,30.0,
7460909,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-08-31,,,,,33.0,
7460910,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-01,,,,,30.0,-12.0
7460911,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-02,,,,,33.0,
7460912,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-03,,,,,36.0,
7460913,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-04,,,,,55.0,
7460914,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-06,,,,,28.0,
7460915,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-07,,,,,31.0,
7460916,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-08,,,,,34.0,-13.0
7460917,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-09,,,,,33.0,
7460918,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-10,,,,,39.0,
7460919,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-11,,,,,51.0,
7460920,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-13,,,,,37.0,
7460921,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-14,,,,,35.0,
7460922,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-15,,,,,36.0,-14.0
7460923,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-16,,,,,38.0,
7460924,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-17,,,,,43.0,
7460925,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-18,,,,,55.0,
7460926,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-20,,,,,41.0,
7460927,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-21,,,,,41.0,
7460928,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-22,,,,,43.0,
7460929,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-23,,,,,42.0,
7460930,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-24,,,,,49.0,
7460931,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-25,,,,,60.0,
7460932,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-27,,,,,49.0,
7460933,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-28,,,,,50.0,
7460934,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-29,,,,,47.0,-16.0
7460935,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-09-30,,,,,48.0,
7460936,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-01,,,,,56.0,
7460937,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-02,,,,,58.0,
7460938,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-04,,,,,47.0,
7460939,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-05,,,,,47.0,
7460940,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-06,,,,,42.0,
7460941,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-07,,,,,45.0,
7460942,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-08,,,,,52.0,
7460943,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-09,,,,,51.0,
7460944,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-11,,,,,46.0,
7460945,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-12,,,,,48.0,
7460946,ZW,Zimbabwe,Mashonaland West Province,,,ZW-MW,,ChIJYf9BksKkNhkRAluslZxwQ7g,2021-10-13,,,,,48.0,
